Date,1st Stage Suction Temperature,1st Stage Suction Pressure,1st Stage Discharge Temperature,1st Stage Discharge Pressure,2nd Stage Suction Temperature,2nd Stage Suction Pressure,2nd Stage Discharge Temperature,2nd Stage Discharge Pressure,3rd Stage Suction Temperature,3rd Stage Suction Pressure,3rd Stage Discharge Temperature,3rd Stage Discharge Pressure,4th Stage Suction Temperature,4th Stage Suction Pressure,4th Stage Discharge Temperature,4th Stage Discharge Pressure,5th Stage Suction Temperature,5th Stage Suction Pressure,5th Stage Discharge Temperature,5th Stage Discharge Pressure,1st Stage Discharge Flow,3rd Stage Discharge Flow,5th Stage Discharge Flow,C3 Splitter Purge to 4th Stage Suction,C2 Splitter Purge to 5th Stage Suction,CW Supply Temperature,CW Flow to Olefins,CW Pressure,Compressor Speed,UHP Steam Flow to KT-1,UHP Steam Pressure,UHP Steam Temperature,HP Steam Extraction Flow from KT-1,HP Steam Extraction Pressure,HP Steam Extraction Temperature,E-24 PG Inlet Temperature,E-20 <U+0394>T,E-21 <U+0394>T,E-22 <U+0394>T,E-23 <U+0394>T,Total Power
5/4/2016,35.54792,0.344088,89.62959,2.063508,37.35844,1.987383,91.00393,5.875371,41.15768,5.828917,90.60873,12.72382,40.98388,12.80843,86.24625,21.48238,34.06894,20.25178,91.642,40.58205,92.55049,93.3111,91.62737,99.99384,1487.841,30.98935,21.7544,4.021758,4619.665,120.1647,105.8959,456.4803,64.64715,47.45119,367.0223,40.46575,52.27115,49.84625,49.62485,45.78051,15.63
5/5/2016,36.54886,0.3502,90.40922,2.060713,37.82901,1.981875,91.78078,5.8917,41.83276,5.844071,91.89368,12.79971,41.39732,12.73128,86.90425,21.66432,35.07622,20.39978,92.57289,40.64463,96.42728,93.73034,93.12982,99.99595,1440.872,31.66818,21.57407,3.944871,4627.428,122.2264,105.8945,458.5279,66.16355,47.1635,367.8952,41.05376,52.58021,49.94802,50.49635,45.85049,16.01
5/6/2016,36.81896,0.330871,89.62745,2.022579,37.04153,1.944504,90.43626,5.858921,41.44391,5.811508,91.07575,12.81289,41.20548,12.84537,85.96111,21.65969,35.78341,20.39059,91.86522,40.18824,94.11992,93.50037,92.47316,100.0258,1332.431,31.81761,21.53512,3.926067,4564.93,121.5006,105.8941,459.8174,66.26627,47.17685,369.4461,41.5462,52.58592,48.99235,49.87027,44.41491,15.55
5/7/2016,35.57389,0.30045,88.55964,1.986679,36.16689,1.902983,89.48597,5.787713,41.00968,5.736487,90.23942,12.646,40.51223,12.56537,85.90359,21.50419,34.75792,20.24009,91.72526,40.43505,92.63609,96.97916,92.28654,100.0238,1350.698,30.98958,21.6586,3.927433,4574.896,122.8828,105.8947,456.5822,66.728,47.52145,366.6888,40.8168,52.39275,48.47629,49.72719,45.0868,15.41
5/8/2016,35.50391,0.299971,89.30374,1.990879,36.3182,1.905496,90.37411,5.793571,41.12303,5.742279,90.99581,12.66481,40.66662,12.5922,90.33703,21.43499,34.51035,20.18459,92.42377,40.51341,93.38687,97.0697,91.79429,100.0112,1410.323,30.71787,21.63204,3.935571,4624.231,122.8579,105.8929,456.7664,65.89383,47.15137,366.1958,40.32992,52.98555,49.25108,50.32919,50.00711,15.89339
5/9/2016,37.27102,0.313113,90.78943,2.0039,37.18571,1.920575,91.92837,5.823108,41.98267,5.772942,92.62164,12.73179,41.27604,12.71073,91.62183,21.53375,35.19803,20.29063,93.54346,40.55593,93.61562,95.48321,92.01329,63.83995,1509.593,31.66207,21.72026,3.919933,4663.05,116.8748,105.9033,462.9529,58.79452,47.0791,372.9494,40.75278,53.60372,49.9457,51.3456,50.86905,15.75666
5/10/2016,39.44188,0.417258,90.12927,2.230804,39.4479,2.141287,94.53558,6.260292,43.1285,6.208096,94.48094,13.53778,43.63982,13.4358,91.25183,22.55402,36.81151,21.19543,94.03809,41.29095,96.8875,99.15407,98.79157,99.98304,1149.2,32.32505,21.67958,3.922071,4684.146,130.0259,105.9119,457.4069,72.0504,47.42772,365.3026,42.54514,50.68137,51.40708,50.84112,48.70669,16.11676
5/11/2016,38.20816,0.459108,90.67124,2.343217,39.59004,2.25245,94.42149,6.493367,44.07757,6.439929,94.41064,13.95316,44.64676,13.83985,89.29663,22.99971,37.57355,21.56196,94.09958,41.2609,98.33277,102.7956,103.5233,100.005,1002.516,32.61077,21.59955,3.925321,4665.239,131.7006,105.905,456.2565,72.7862,47.26487,363.3507,43.80776,51.0812,50.34392,49.76387,45.48887,16.50956
5/12/2016,36.99858,0.456417,89.50948,2.343517,38.92757,2.253204,93.396,6.483479,43.68197,6.429746,93.32167,13.89324,43.97401,13.8239,87.35854,22.91935,37.59433,21.48193,93.63154,40.87696,98.0014,102.8131,103.2398,102.5192,982.3217,32.39823,21.59036,3.926358,4642.519,131.2989,105.9078,457.3005,72.64825,47.36388,364.6816,44.10654,50.5819,49.71402,49.34766,43.252,16.26804
5/13/2016,36.9,0.5,89.48,2.3,38.4,2.25,93.05,6.5,43.1,6.43,92.99,13.9,43.5,13.8,87.14,23,37.1,21.59,93.64,41.29,97.88,102.8,102.6,112,622.4,NA,NA,NA,4651.2,143.8,105.9,457.9,73.1,47.69,365.71,43.26,51.08,49.95,49.49,43.88,16.37842
5/14/2016,36.6,0.5,89.55,2.3,38.1,2.25,92.97,6.5,42.9,6.43,92.89,13.9,43.4,13.8,87.16,23,37,21.55,93.56,41.09,97.73,102.4,102.9,112,715.8,NA,NA,NA,4658.7,143.9,105.9,458.4,73.72,47.69,366.01,43.2,51.45,50.07,49.49,43.96,16.34841
5/15/2016,35.3,0.5,87.69,2.3,37,2.26,91.4,6.5,42,6.43,91.56,13.9,42.7,13.78,86.03,23,36,21.49,92.26,40.92,97.73,101.8,102.7,112,638.4,NA,NA,NA,4632.9,143.4,105.9,458.9,73.8,47.73,366.71,42.56,50.69,49.4,48.86,43.47,16.03044
5/16/2016,35.7,0.4,87.69,2.3,37.7,2.19,91.57,6.3,42.6,6.27,91.59,13.6,43.5,13.58,86.84,22.6,36.8,21.26,93.3,40.96,95.55,98.5,98.5,112,1075.2,NA,NA,NA,4603.7,143.7,105.9,458.4,76.96,47.73,366.12,43.13,49.99,48.97,48.09,43.71,15.40956
5/17/2016,35.7,0.4,87.82,2.2,37.5,2.07,91.67,6.1,42.1,6.09,91.7,13.4,43.4,13.35,87.25,22.5,36.4,21.1,94.08,41.12,94.39,98.8,99.9,112,1175.3,NA,NA,NA,4634.2,146,105.9,459,79.62,47.57,365.45,43,50.32,49.57,48.3,44.25,15.98526
5/18/2016,34.9,0.3,85.02,2.1,36.1,2,88.71,6,40.8,5.91,88.54,12.9,40.7,12.98,84.09,21.9,35.4,20.64,92.37,40.67,96.25,96.8,94.6,112,1289.6,NA,NA,NA,4532.4,136.8,105.9,461.1,74.09,47.61,369.67,41.88,48.92,47.91,47.84,42.21,15.52723
5/19/2016,34.8,0.3,86.34,2.1,36.6,2,90.35,6,41.9,5.91,90.15,12.9,41.3,12.83,85.82,21.9,35.9,20.58,94.14,40.72,97.31,101.5,93.6,112,1367,NA,NA,NA,4604.9,136.2,105.9,463.6,69.64,47.65,372.6,42.59,49.74,48.45,48.85,43.23,16.0432
5/20/2016,36.41868,0.400413,89.07511,2.203075,38.63676,2.11635,93.11073,6.164275,43.85782,6.111679,92.60851,13.23989,43.40427,13.2323,87.8212,22.21045,37.28513,20.86734,94.66745,40.38741,97.03363,99.1827,96.58813,109.23,1167.866,32.74887,21.40155,3.952542,4665.057,126.7363,105.9096,459.303,69.24303,47.41347,367.86,43.52328,50.43835,49.25291,49.20424,44.29792,16.0232
5/21/2016,35.6079,0.33995,87.53289,2.091425,37.65695,2.009829,91.1822,5.918879,42.17301,5.868708,89.64474,12.82124,42.1989,12.79554,86.59908,21.73724,36.29968,20.48353,93.88142,40.23349,89.47447,95.76664,90.88105,106.0109,1386.374,32.31109,20.88928,3.996517,4606.398,124.8564,105.9083,460.8751,70.55934,47.37901,369.8028,42.563,49.87595,49.0092,47.44585,44.03608,15.22625
5/22/2016,35.43401,0.355333,88.46116,2.142908,37.67952,2.060167,92.31843,6.077375,41.97386,6.028242,91.21966,13.25916,42.6203,13.15575,87.31947,22.35922,36.74713,21.01765,94.5481,40.99551,91.61936,96.11861,96.80847,99.98529,960.3921,31.72603,20.87417,4.012342,4671.83,130.573,105.9045,457.7974,75.50072,47.14479,364.756,43.01663,50.78165,50.34457,48.59937,44.30285,15.40364
5/23/2016,35.68724,0.399933,89.96091,2.252779,37.90199,2.164038,93.77481,6.3446,43.08917,6.292025,93.28266,13.76512,43.77148,13.6434,88.46965,22.99229,37.0499,21.53445,94.71325,41.30203,96.66658,101.7157,104.0905,99.99112,931.1,31.3841,20.8192,4.011004,4727.399,133.5243,105.9036,458.5065,74.8784,47.49437,365.0776,43.62201,52.05892,50.68565,49.51118,44.84764,16.41569
5/24/2016,36.40435,0.433129,90.35555,2.312779,38.38595,2.222979,93.84492,6.457521,43.03152,6.403521,92.99353,13.94394,44.55624,13.84423,88.67403,23.15323,37.98445,21.67253,94.6607,41.09837,98.42757,103.5907,105.4963,99.99147,746.3876,32.02137,20.72311,4.011637,4706.345,134.3564,105.9053,457.2691,75.364,47.5151,363.6459,44.58517,51.9696,50.8134,48.43728,44.08886,16.38697
5/25/2016,35.97081,0.41585,88.85453,2.26505,38.47445,2.180554,92.6628,6.330871,42.85692,6.279587,91.57133,13.66997,44.00882,13.56482,87.69397,22.84595,37.51963,21.43135,94.29879,41.27889,95.73036,100.2275,101.2495,100.013,914.3913,32.17013,21.04183,3.96755,4644.298,131.2134,105.9091,456.0274,74.11761,47.45035,363.5132,44.21501,50.38009,49.80589,47.5625,43.47896,15.78316
5/26/2016,36.42397,0.386142,88.96802,2.190204,38.71265,2.109796,92.37909,6.151146,42.65859,6.102313,90.93847,13.31224,43.07401,13.25332,87.03432,22.40412,36.52098,21.03627,94.17589,41.04277,93.12274,95.88658,98.03291,100.0027,1276.366,31.97548,21.02421,3.976454,4641.641,128.1154,105.9124,456.666,72.39935,47.27652,364.7798,43.6116,50.25538,49.7205,47.86446,43.42272,15.57138
5/27/2016,37.24897,0.374521,89.01065,2.157883,38.88174,2.078458,92.10137,6.09495,42.97346,6.047075,91.1484,13.21308,43.22334,13.14407,87.66627,22.23891,36.68958,20.90491,94.17845,40.7871,92.82117,94.46046,95.94325,106.6648,1366.892,32.4059,20.694,4.006029,4608.728,129.1381,105.9133,453.7594,75.26074,47.11858,361.2938,43.30515,50.12891,49.12791,47.92505,44.36112,15.48954
5/28/2016,36.56478,0.365342,87.76628,2.126721,37.79825,2.048858,90.70789,6.044717,41.95524,5.997725,90.1055,13.13552,42.10324,13.0638,87.49193,22.1689,36.08218,20.86064,93.56688,40.74296,92.22577,93.49053,94.56026,124.9997,1306.418,31.96986,20.66035,4.024158,4584.232,128.0357,105.9098,452.3337,74.58576,47.12448,360.3288,42.32313,49.96803,48.75265,48.00226,45.1688,15.33554
5/29/2016,35.97852,0.352675,86.19906,2.090471,36.6606,2.013796,89.13181,5.973496,41.01575,5.928367,88.67312,13.00562,41.09207,13.02168,86.29048,21.97972,35.2043,20.71622,92.49328,40.55408,91.36555,91.80705,91.73768,124.95,1390.688,31.15692,20.61749,4.012967,4543.772,123.5846,105.9044,455.2433,71.11339,47.1132,364.187,41.65059,49.53847,48.11607,47.58105,44.6399,15.02692
5/30/2016,35.79641,0.331975,86.35449,2.054713,36.31553,1.973829,89.14082,5.892813,40.96191,5.843875,88.4548,12.7635,40.479,12.68725,86.24543,21.68226,35.01138,20.43329,92.89216,40.23226,91.77275,95.64972,90.79876,125.02,1391.733,31.03736,20.67656,4.011833,4553.789,119.5758,105.9029,457.5085,64.52442,47.51715,368.0081,41.2169,50.03896,48.1789,47.9758,45.02853,15.04427
5/31/2016,36.46373,0.323625,86.80944,2.018612,36.53243,1.942321,90.57428,5.851379,40.92557,5.806546,92.70843,12.8374,40.9992,12.7483,86.9485,21.81794,35.83176,20.55344,93.70086,40.37761,92.09636,91.16064,91.3407,124.9782,1509.779,31.61487,20.62978,4.002096,4564.612,120.4514,105.9109,461.1921,67.01498,47.37302,371.0835,42.00848,50.27701,49.64871,51.70923,44.94001,15.34285
6/1/2016,37.61501,0.337221,88.49658,2.057642,37.50181,1.978346,92.15113,5.946021,41.91785,5.900492,94.2218,13.05661,42.46632,12.93902,88.49564,22.11499,36.5787,20.82275,94.74847,40.7881,93.07136,92.513,93.40959,125.0282,1317.047,32.05685,20.49178,3.99335,4606.545,124.698,105.9122,457.0353,70.63071,47.38513,366.077,42.7674,50.99476,50.23328,51.75548,45.72824,15.37183
6/2/2016,36.19687,0.372533,88.0761,2.169983,36.6132,2.079583,91.45366,6.143329,41.36573,6.087942,92.89357,13.19542,41.41471,13.23008,87.53425,22.29739,35.85329,20.96183,93.99634,40.82362,96.0625,102.8699,96.27613,124.9573,1009.968,30.97585,20.49789,4.001796,4632.072,127.414,105.9081,460.3048,70.33482,47.38667,368.4414,41.92218,51.46289,50.08793,51.47886,45.61207,16.07078
6/3/2016,36.42804,0.3714,87.74809,2.133624,35.99888,2.0542,90.8042,6.097029,40.49022,6.050514,92.72191,13.25696,41.1451,13.20296,87.10699,22.35303,35.45015,21.06372,93.19733,40.7929,94.16514,94.60847,93.75507,124.9725,1003.359,30.74035,20.5977,4.003571,4605.167,126.6336,105.8952,463.0686,73.01299,47.39736,371.3963,41.12417,51.74921,50.31398,51.57681,45.98282,15.41326
6/4/2016,36.28442,0.359817,87.075,2.111325,35.5657,2.029604,89.76508,6.025942,40.27019,5.976042,91.46374,13.0205,40.35479,12.98055,86.32794,22.03611,34.68777,20.77142,92.36839,40.4661,93.59481,97.47172,92.29242,124.9944,1188.268,30.38752,20.62685,4.007562,4584.032,125.2142,105.8955,462.1175,71.25976,47.32077,370.7299,40.06138,51.5093,49.49489,51.10895,46.26656,15.46849
6/5/2016,35.5378,0.350183,86.78481,2.105125,35.66352,2.021421,89.97844,6.011163,40.54915,5.959363,91.74347,12.97498,40.49468,12.88531,86.61584,21.99369,35.04885,20.72655,93.03375,40.51693,93.49871,99.22383,92.0152,125.0328,1106.84,30.56371,20.73242,4.017529,4595.771,124.5167,105.9001,462.512,69.6421,47.21925,371.0367,40.72113,51.12128,49.42928,51.24878,45.89471,15.51297
6/6/2016,35.52407,0.350358,87.18808,2.111888,36.29371,2.031483,91.06646,6.049867,41.55128,6.001375,93.35673,13.08882,41.29551,13.02871,87.41341,22.10347,35.86563,20.83292,93.65657,40.42028,93.679,96.06825,92.17416,124.9855,1136.405,31.22703,20.68747,4.015037,4603.907,120.0753,105.9113,463.3089,64.31427,47.1816,372.7147,41.71165,50.89437,49.51518,52.06122,45.70176,15.56951
6/7/2016,34.16537,0.341329,89.05293,2.089204,34.45508,2.01075,89.34301,6.034871,39.18458,5.988817,91.56673,13.17468,39.87644,13.10838,85.84828,22.195,34.31375,20.9206,92.04362,40.53733,93.21165,94.52414,92.71294,125.0133,804.5451,29.70403,20.6386,4.025667,4600.546,121.2314,105.9075,461.6077,65.88716,47.35864,371.2741,40.15293,54.59785,50.15843,51.69029,45.69535,15.64643
6/8/2016,34.78125,0.335204,90.85378,2.076471,35.74679,1.995537,90.04877,5.988567,40.68956,5.939454,92.30992,13.03607,41.45555,12.96645,87.23538,22.03478,35.67803,20.76524,93.46073,40.4626,92.73055,96.98252,91.91676,118.9979,1149.081,31.13459,20.64418,4.026146,4580.981,121.7089,105.9091,458.4167,66.09488,47.38712,368.2263,41.64975,55.107,49.3592,50.85436,45.58563,15.33516
6/9/2016,34.98482,0.356633,91.74701,2.134238,35.22172,2.047954,90.31273,6.130858,40.08478,6.078283,92.50203,13.35502,40.90691,13.26868,86.79857,22.48496,35.24097,21.10561,93.07466,40.76035,94.82439,101.1414,98.81543,100.0021,1102.826,30.11762,20.65718,4.027108,4631.134,130.6442,105.9065,454.9574,73.89348,47.41384,362.5269,41.40971,56.5253,50.22795,51.59512,45.38885,16.24948
6/10/2016,35.91763,0.360396,93.00418,2.155067,36.23471,2.0637,90.78999,6.115562,41.2214,6.056821,92.41312,13.11209,41.38032,13.01366,87.35095,22.17674,35.68476,20.83511,93.73391,40.58073,93.40668,105.322,96.1337,99.99989,1302.319,30.92955,20.70371,4.024854,4611.297,128.8942,105.9075,453.1607,71.33515,47.58804,361.6903,41.72728,56.76947,49.56858,51.03279,45.62367,16.05481
6/11/2016,36.11656,0.380354,93.05718,2.183408,36.30061,2.096896,91.07627,6.212771,41.01526,6.159683,93.33246,13.48811,41.73865,13.38842,87.54937,22.6187,35.89104,21.2359,93.52927,40.9585,94.59316,101.7647,98.55816,99.99315,997.1145,30.91294,20.71933,4.026079,4615.051,132.7281,105.9102,451.1151,76.6941,47.38552,358.234,41.71745,56.75658,50.06101,51.59381,45.83192,16.10607
6/12/2016,37.11352,0.387058,93.28064,2.201,36.63875,2.114879,91.0548,6.277763,41.26251,6.226521,93.41535,13.67849,42.03515,13.56854,87.003,22.79828,35.9139,21.43045,92.59692,40.95812,96.43805,99.84313,98.38591,99.9872,907.1884,30.77856,20.79625,4.033462,4573.967,117.5811,105.9128,446.43,57.34528,47.29502,357.2391,41.76608,56.6419,49.7923,51.3802,45.23693,16.23205
6/13/2016,35.51696,0.387925,91.34046,2.172038,35.48005,2.092646,89.2147,6.1498,40.08753,6.102442,91.73075,13.40407,40.62377,13.32128,85.87122,22.46114,34.9035,21.13455,91.93797,40.73401,92.7567,97.08864,95.97332,99.99296,1119.562,30.0955,21.24456,3.965117,4566.914,115.9764,105.9083,445.5989,57.32077,47.31747,356.8346,40.70573,55.86041,49.12717,51.10698,45.1655,15.54296
6/14/2016,34.11487,0.348021,90.45436,2.086504,35.60202,2.010358,89.33915,5.951558,39.97462,5.905617,91.67482,13.05825,40.45638,12.9889,86.4679,22.05878,35.05056,20.78462,93.02277,40.54808,90.4741,94.31092,92.42445,100.0173,1249.838,30.65093,21.14772,3.971571,4584.546,111.9459,105.9077,447.011,54.29981,47.31759,358.7611,40.7685,54.85234,49.36453,51.21844,45.69939,15.35483
6/15/2016,33.70587,0.320567,89.87603,2.020246,34.89154,1.944337,89.03242,5.816763,39.31897,5.770263,91.36605,12.83292,39.67039,12.76263,86.18715,21.78538,34.04423,20.52752,92.81678,40.34005,91.4581,94.46221,91.2956,99.99575,1309.977,29.98351,21.12171,3.972096,4609.915,106.8772,105.9123,451.1901,48.29845,47.30338,363.1433,39.9549,54.9845,49.71345,51.69566,46.23224,15.52537
6/16/2016,34.1,0.3,90.47,2,33.8,1.9,88.23,5.7,38.4,5.69,90.7,12.7,37.8,12.59,84.96,21.6,33,20.31,91.89,39.82,90.42,93.8,90.7,100,1380.9,NA,NA,NA,4612.5,109.1,105.9,455.6,41.45,47.3,367.84,38.77,56.67,49.83,52.9,46.19,15.08985
6/17/2016,34.6,0.3,90.98,2,34.1,1.91,88.85,5.8,38.8,5.72,91.58,12.8,38.1,12.73,86.42,21.7,33.3,20.49,92.05,40.12,90.44,91.2,91.3,100,1381.5,NA,NA,NA,4629.9,104.4,105.9,459.1,36.89,47.28,371.66,39.09,56.88,50.05,53.48,47.33,15.20105
6/18/2016,35.1,0.3,91.12,2,34.6,1.9,89.01,5.7,39.2,5.69,91.51,12.7,38.5,12.68,86.6,21.6,33.7,20.35,91.99,39.83,90.21,90.7,90.6,100,1486.9,NA,NA,NA,4607.4,109.3,105.9,458.9,36.84,47.3,371.41,39.18,56.52,49.81,53.01,47.42,15.00936
6/19/2016,36.3,0.3,91.92,2,34.7,1.91,88.69,5.8,39.3,5.71,91.04,12.8,38.7,12.7,86.57,21.7,33.5,20.43,91.87,40.17,90.42,94,91,100,1350,NA,NA,NA,4603.1,122.8,105.9,461.4,57.24,47.35,372.23,39.15,57.22,49.39,52.34,47.42,15.11839
6/20/2016,35.87839,0.319875,91.39942,1.98305,34.6181,1.907362,88.49045,5.745463,39.41607,5.699917,91.07396,12.70403,38.80218,12.76592,86.59186,21.56655,33.58545,20.32934,91.74645,39.90641,90.33725,92.05843,90.25607,100.0331,1440.218,30.04643,20.99134,3.99155,4594.567,111.8183,105.9209,457.8914,56.63992,47.60395,369.613,39.18427,56.78133,49.07438,52.27177,47.4076,15.12841
6/21/2016,33.46336,0.320588,89.73013,2.003308,35.11527,1.927887,89.13642,5.780021,39.71278,5.734854,91.55376,12.7959,39.99367,12.73393,87.9554,21.72451,34.56459,20.47244,93.003,40.29526,91.08753,92.34629,91.00982,100.0062,1404.736,30.54409,21.26804,3.960654,4610.252,115.6423,105.9211,456.3491,61.38001,47.45214,367.2481,40.15837,54.61486,49.42365,51.56009,47.79703,15.35133
6/22/2016,32.73272,0.321863,87.95641,2.001358,35.60162,1.931096,89.88825,5.745192,39.81842,5.7029,92.20796,12.68775,39.7392,12.62032,87.57169,21.56552,33.75969,20.3266,92.88779,40.29489,90.88445,89.37984,90.43322,99.99328,1459.65,30.54935,21.18444,3.957121,4635.234,115.8657,105.919,453.2394,62.17651,47.45528,364.2513,39.47015,52.35479,50.06983,52.46877,48.10154,15.35672
6/23/2016,34.04744,0.327746,88.30811,2.008954,36.44626,1.939442,90.61248,5.7487,40.36355,5.707642,92.81229,12.69204,39.88993,12.60721,87.66167,21.61334,34.03961,20.36408,93.43822,40.48429,90.94723,87.86894,90.69631,100.0067,1435.858,30.71178,21.21445,3.9612,4640.642,116.7264,105.9071,452.0026,63.48495,47.43713,362.9079,39.99721,51.86185,50.24892,52.92235,47.66447,15.47611
6/24/2016,35.16547,0.330696,89.3391,2.032446,36.90332,1.955079,90.87776,5.778079,41.01648,5.730921,92.52617,12.64476,40.50247,12.68616,88.43427,21.55462,34.47665,20.31536,93.90163,40.40331,91.43685,93.95427,90.12829,100.0263,1431.443,30.87192,21.21735,3.968775,4635.952,118.4342,105.9014,451.0149,64.43257,47.38634,361.4722,40.13153,52.43578,49.86128,52.0237,48.30274,15.30789
6/25/2016,35.4,0.3,89.46,2,36.3,1.96,90.99,5.8,40.4,5.79,93.17,12.9,40.8,12.85,89,22,34.7,20.73,94.25,40.87,91.36,91.3,91.9,100,1321.6,NA,NA,NA,4654.3,136.1,105.9,453.6,70.19,47.33,363.08,40.31,53.16,50.59,52.37,48.69,15.60461
6/26/2016,34.52236,0.334822,88.27508,2.044466,35.36862,1.966478,89.72231,5.861676,39.69603,5.816117,91.71511,12.97297,40.37766,13.00707,87.71331,21.99903,34.437,20.71552,91.19121,40.74729,91.87208,93.58456,93.08368,100,1255,NA,NA,NA,4618.578,125.5893,105.9,449.4,72.5,47.59,358.79,40.05,52.90646,50.02628,51.33745,47.66331,15.34464
6/27/2016,34.92842,0.357562,87.91206,2.126765,36.34606,2.044668,91.53379,6.071363,40.87329,6.023214,93.9185,13.37634,41.69567,13.28741,87.97924,22.53608,35.52963,21.15976,92.2372,41.02919,93.943,96.29381,98.59948,100,1042.5,NA,NA,NA,4667.027,127.8527,105.9,452.8,72.85,47.41,360.96,41.18,51.566,50.6605,52.22283,46.79924,15.809
6/28/2016,33.33826,0.375102,86.35999,2.188505,36.26197,2.10317,91.35064,6.201858,40.88085,6.151525,93.80466,13.64097,42.26213,13.57459,87.80795,22.83096,36.11336,21.386,92.02493,40.98393,95.36662,99.80788,102.1052,100.0071,963.1156,30.75936,21.22072,3.962946,4664.101,130.1095,105.9037,452.1565,73.80242,47.47676,359.8285,42.28,50.09802,50.46979,51.54253,45.52795,15.93184
6/29/2016,33.0289,0.37148,86.22987,2.183242,36.16243,2.098275,91.41193,6.190791,40.90272,6.140624,93.93173,13.62448,41.90071,13.54629,87.68569,22.80972,35.96367,21.36514,92.03684,40.97435,95.11289,100.412,102.2201,100,958.2,NA,NA,NA,4671.043,130.9331,105.9,452.2,73.78,47.47,359.82,42.25,50.06744,50.50922,52.03102,45.43569,16.00501
6/30/2016,32.69373,0.378593,85.80796,2.198877,35.87511,2.109412,88.8736,6.143636,40.93484,6.088045,91.7616,13.2497,40.84879,13.18363,87.20546,22.36256,35.32079,21.01414,91.8328,40.73033,95.04893,104.0605,96.98831,100,960,NA,NA,NA,4652.948,131.292,105.9,453.9,74.82,47.53,361.34,41.48,49.93285,47.93876,50.91282,45.72546,16.0493
7/1/2016,32.4,0.4,85.07,2.2,35.5,2.09,87.76,6.1,40.5,6.04,91.02,13.2,40.4,13.18,86.87,22.3,34.9,20.97,91.5,40.87,94.24,102.3,95,100,1112.9,NA,NA,NA,4633.9,143.9,105.9,453.6,76.67,47.48,361.05,40.6,49.57,47.26,50.62,46.27,15.75554
7/2/2016,32.7,0.3,85.71,2.1,35.3,2.02,88.17,6,40.2,5.91,91.75,13,40.1,12.97,87.33,22.1,35.1,20.79,92.22,40.55,91.79,97.4,92.5,100,1126,NA,NA,NA,4663.8,134.6,105.9,463.9,70,47.41,372.5,40.56,50.41,47.97,51.65,46.77,15.42579
7/3/2016,32.5,0.3,84.79,2.1,35,1.99,87.32,5.9,39.8,5.87,91.07,13,39.7,12.89,86.64,22,35,20.74,91.57,40.38,91.14,94.7,91.8,100,1164.6,NA,NA,NA,4628.4,128.4,105.9,463.7,63.99,47.4,373.69,40.34,49.79,47.52,51.37,46.3,14.91377
7/4/2016,32.5,0.3,84.75,2.1,34.9,1.98,89.07,5.9,39.6,5.82,90.66,12.8,39.4,12.72,86.76,21.8,34.8,20.59,91.97,40.34,91.54,93.6,89.2,100,1353.7,NA,NA,NA,4637.7,131.6,105.9,463.5,68.03,47.41,373.04,40.24,49.85,49.47,51.26,46.52,14.96046
7/5/2016,31.82357,0.322894,84.27768,2.048388,34.46014,1.969206,89.75713,5.824987,39.35148,5.775469,90.03538,12.63393,38.84044,12.58406,86.47696,21.61985,34.12069,20.41078,91.83194,40.18182,91.46326,97.59069,88.34875,100.0277,1342.145,29.90026,21.2811,3.940462,4650.615,118.1569,105.8964,469.8135,63.06305,47.39974,379.7864,39.82347,49.81754,50.40565,51.19494,46.65349,15.10414
7/6/2016,32.3521,0.323329,84.50712,2.071425,35.0091,1.991142,89.9826,5.922021,39.55815,5.873712,90.59007,13.00033,39.90394,12.9128,86.4531,22.09426,34.7465,20.79893,91.70659,40.73973,91.26795,96.95255,93.28505,100.0133,1180.136,29.88411,21.2584,3.935008,4625.697,125.9586,105.9071,456.0577,71.75278,47.41186,364.8172,40.52008,49.49802,50.42445,50.68613,45.93302,15.11928
7/7/2016,33.73118,0.355008,86.44423,2.143133,36.38838,2.059104,92.03875,6.109896,40.9112,6.059858,92.88194,13.48114,41.75869,13.46647,87.68431,22.68452,36.2025,21.26932,92.58512,41.06234,95.7873,98.73086,99.69899,99.97,1059.549,30.62664,21.28462,3.936363,4652.377,130.4429,105.9104,452.4226,74.49926,47.38371,359.9088,42.08752,50.05585,51.12755,51.12325,45.59679,16.28953
7/8/2016,34.14495,0.417596,88.4735,2.305263,35.98528,2.216483,92.19345,6.463737,41.4306,6.407658,93.42978,14.12973,42.71317,13.99511,88.46828,23.44413,36.72427,21.87275,92.79564,41.16255,99.55817,106.8214,109.0067,99.99486,649.6617,30.58906,21.30543,3.933921,4706.93,134.5606,105.9084,451.8473,74.77084,47.58919,358.3204,42.58477,52.48822,50.76285,50.71662,45.8835,17.047
7/9/2016,34.50034,0.4133,87.79081,2.252858,35.48416,2.174492,92.04786,6.304308,40.38605,6.256346,91.868,13.80417,41.55892,14.09995,87.71232,23.05191,35.83675,21.61763,92.41948,41.15505,95.34407,99.10822,102.0597,100.0175,719.7704,30.34455,21.34914,3.936875,4671.377,131.4314,105.9064,454.8735,75.61759,47.60462,362.3272,41.56623,52.30665,51.66181,50.30908,46.14609,16.19203
