Date,1st Stage Suction Temperature,1st Stage Suction Pressure,1st Stage Discharge Temperature,1st Stage Discharge Pressure,2nd Stage Suction Temperature,2nd Stage Suction Pressure,2nd Stage Discharge Temperature,2nd Stage Discharge Pressure,3rd Stage Suction Temperature,3rd Stage Suction Pressure,3rd Stage Discharge Temperature,3rd Stage Discharge Pressure,4th Stage Suction Temperature,4th Stage Suction Pressure,4th Stage Discharge Temperature,4th Stage Discharge Pressure,5th Stage Suction Temperature,5th Stage Suction Pressure,5th Stage Discharge Temperature,5th Stage Discharge Pressure,1st Stage Discharge Flow,3rd Stage Discharge Flow,5th Stage Discharge Flow,C3 Splitter Purge to 4th Stage Suction,C2 Splitter Purge to 5th Stage Suction,CW Supply Temperature,CW Flow to Olefins,CW Pressure,Compressor Speed,UHP Steam Flow to KT-1,UHP Steam Pressure,UHP Steam Temperature,HP Steam Extraction Flow from KT-1,HP Steam Extraction Pressure,HP Steam Extraction Temperature,E-24 PG Inlet Temperature,E-20 <U+0394>T,E-21 <U+0394>T,E-22 <U+0394>T,E-23 <U+0394>T,Total Power
3/12/2015,34.94468,0.448425,94.05428,2.299929,37.43629,2.296883,94.15295,6.89605,45.354,6.793774,97.77147,15.1003,49.33256,14.66975,96.50721,23.20958,41.26976,21.63332,95.26016,40.27009,119.1411,114.2463,109.5437,43.72498,1111.977,31.57759,19.08427,4.127054,4626.662,118.4753,105.9079,444.3791,76.81278,46.56512,349.5996,49.2989,56.61799,48.79895,48.43891,47.20831,18.94587
3/13/2015,35.0427,0.467958,95.02418,2.364554,37.4705,2.347612,95.1244,6.984396,45.62229,6.889409,98.49759,15.26244,49.60531,14.83349,96.73609,23.37047,41.25425,21.75473,93.72653,40.23972,121.7295,116.0814,111.7275,0.633983,1234.52,31.4637,19.40937,4.078083,4658.539,120.4297,105.9084,446.608,77.49988,46.60309,351.7198,49.2263,57.55367,49.5021,48.89228,47.50979,19.70727
3/14/2015,35.10272,0.451629,95.21977,2.308996,37.036,2.288825,95.05493,6.885283,45.30835,6.752748,98.594,15.09874,49.65797,15.01803,97.2668,23.21783,41.3015,21.60505,94.272,40.37896,120.0934,115.8971,111.4655,33.42897,1234.084,31.53111,19.46626,4.076713,4682.23,119.1867,105.9077,445.692,77.09937,46.62654,350.8938,49.3037,58.18377,49.74657,48.93602,47.9631,19.67918
3/15/2015,35.9014,0.448683,96.19411,2.327146,38.07777,2.304237,95.82473,6.920533,46.5075,6.79567,98.77629,15.142,50.655,15.02084,97.8388,23.22732,41.79952,21.63388,94.26015,40.28466,121.6132,116.065,110.6967,41.64269,1235.234,31.92081,19.41349,4.092396,4652.735,119.1603,105.9055,445.5384,76.77424,46.61589,350.7368,49.8849,58.11634,49.31723,48.1213,47.9539,19.71276
3/16/2015,35.21444,0.438625,95.47961,2.220242,36.5093,2.227171,92.96128,6.634879,44.55057,6.527774,95.08645,14.54492,49.47434,14.82208,97.40925,22.60105,40.79821,21.15351,94.08542,40.01372,108.3308,105.5519,103.2001,160.1986,1443.614,31.94834,19.4483,4.075808,4646.695,115.8537,105.9088,449.015,79.8776,46.62525,353.8731,48.9526,58.97031,48.41071,45.6121,48.45665,17.76618
3/17/2015,33.70476,0.428153,93.81208,2.145994,34.21324,2.170318,90.25617,6.430988,41.66496,6.3284,92.0834,14.12854,46.64751,14.2638,95.59799,22.19609,37.84902,20.82032,92.62941,40.07545,101.3495,102.5199,99.36002,172.0046,1465.559,30.17249,19.51435,4.065624,4667.846,113.2976,105.9098,453.0278,80.35209,46.63069,358.3322,46.00755,59.59884,48.59121,45.43589,49.59044,16.92464
3/18/2015,33.95587,0.398946,93.74656,2.167408,36.07921,2.204367,90.44061,6.466438,44.16038,6.356761,91.83583,13.85948,47.66561,14.36098,96.06174,21.89468,38.8747,20.67755,92.6239,39.76887,96.19876,103.3774,91.44319,233.742,1650.536,31.17812,19.56163,4.054929,4551.626,107.742,105.9094,453.3313,78.05637,46.65058,359.8121,46.93557,57.66735,46.28023,44.17022,49.12617,15.87592
3/19/2015,34.39005,0.385646,94.36228,2.149742,36.38283,2.192313,90.85447,6.4769,44.67155,6.365013,92.45421,13.90049,47.94417,14.29897,96.45379,21.9434,39.38048,20.72833,93.1401,39.84573,94.98714,102.2216,91.21797,239.7083,1606.367,31.35658,19.56077,4.061463,4553.781,103.4553,105.9081,452.1656,73.12267,46.63983,359.8328,47.72006,57.97944,46.18292,44.51005,48.73373,15.76664
3/20/2015,35.03268,0.382767,94.86051,2.080137,36.18218,2.112688,91.29961,6.293383,44.15881,6.189852,92.99851,13.64718,47.90664,14.14321,97.7604,21.67876,39.51296,20.43512,95.02202,39.9674,94.91841,101.666,91.78023,247.3782,1710.21,31.86415,19.94743,4.066271,4636.562,102.9678,105.9104,453.2628,71.66933,46.61105,360.9388,47.9711,58.67833,47.1408,45.09187,49.7893,16.0526
3/21/2015,35.16472,0.381425,93.98796,1.983196,35.75496,2.009363,91.07315,6.019271,42.87015,5.907109,92.58777,13.16047,46.72657,13.77066,98.12642,21.09561,38.08704,19.83937,95.90832,39.83224,98.96115,100.0187,91.65188,249.985,1842.184,31.48566,20.07502,4.059408,4730.253,106.5889,105.9106,453.8497,75.52745,46.63602,360.574,47.05861,58.233,48.203,45.8612,51.06781,16.61938
3/22/2015,33.86093,0.394113,96.06876,1.998771,35.78661,2.022329,91.83369,5.994663,43.18546,5.888626,97.04483,13.02539,45.55408,13.71441,97.85542,20.98673,37.3975,19.78847,95.73512,39.95972,98.82475,96.121,89.02394,271.279,1895.334,31.36175,20.15627,4.065108,4737.743,104.1724,105.9103,453.9794,73.88438,46.36319,360.9016,45.9378,60.28215,48.64822,51.49074,51.91761,17.00121
3/24/2015,32.99506,0.422438,96.11731,2.061962,34.52617,2.086683,86.62688,6.099492,42.55982,5.991735,95.72953,13.03278,44.41572,13.41761,96.24965,21.06071,35.93837,19.87565,90.92512,39.96838,96.31857,100.181,89.46819,280.5683,1725.493,30.161,20.30491,4.073133,4739.19,107.6534,105.9044,453.3138,77.31987,46.22285,359.1991,44.46907,61.59115,44.06706,51.3138,51.78058,16.90496
3/25/2015,33.45367,0.430278,95.70356,2.045567,33.20925,2.064189,83.2119,6.077289,42.45322,5.980644,95.13909,13.01169,44.4394,13.41489,95.72579,21.03179,36.14248,19.84869,88.9506,39.65112,94.80091,99.06523,89.75144,285.9214,1809.601,30.60326,20.25164,4.062178,4696.927,100.9986,105.9057,450.9944,71.32153,46.21411,358.3824,44.63882,62.49431,40.75868,50.69969,51.08697,16.55576
3/26/2015,33.66887,0.430913,90.73056,2.084896,34.92726,2.151429,86.92506,6.372133,43.18417,6.267539,96.73254,13.93853,46.63729,13.7255,93.82036,21.98141,39.11765,20.61848,94.11878,39.78535,97.59557,96.73117,97.71309,271.5546,1604.555,31.19443,20.31272,4.104254,4617.041,109.6725,105.9039,445.1877,79.33667,46.24731,350.7714,47.64157,55.8033,43.7409,50.09525,46.17878,16.77185
3/27/2015,32.53317,0.424921,91.27077,2.073837,34.30139,2.149058,89.11083,6.353704,42.40269,6.2494,96.04865,13.90801,46.10081,13.59188,93.95761,21.97145,38.47525,20.61204,93.69327,39.76471,97.58519,96.1163,97.12483,264.5119,1632.61,30.59633,20.22524,4.066567,4618.866,108.1453,105.9096,445.5405,78.1589,46.20269,351.3897,47.01217,56.96938,46.70814,49.94785,46.94543,17.35056
3/28/2015,33.10199,0.379375,92.2068,1.991629,34.28202,2.048,89.51449,6.2027,42.87033,6.114443,97.17576,13.77408,46.91287,13.75128,95.28845,21.88885,39.54357,20.54121,95.28095,39.90358,96.87617,95.66468,96.23242,271.3723,1624.797,31.0501,20.22764,4.073679,4634.131,107.7807,105.9085,444.9333,77.48552,46.21477,350.9251,48.13048,57.92478,46.64416,50.26289,47.15797,17.41854
3/29/2015,33.11946,0.376033,92.54031,2.004579,34.5423,2.045375,89.87203,6.189646,42.62407,6.089322,96.94009,13.71959,46.54225,13.62351,94.90301,21.8016,38.52545,20.42784,94.81419,39.99966,96.89825,95.45529,98.18891,150.0087,1634.174,30.57956,20.14726,4.069821,4655.626,108.4379,105.9103,444.6947,76.13319,46.20591,350.7787,47.35303,57.99802,47.24796,50.39785,47.54998,17.52095
3/30/2015,32.24928,0.37505,92.75758,2.020475,34.73944,2.058208,90.80495,6.214296,42.80573,6.1122,97.79555,13.75892,46.73972,13.61889,95.47304,21.8114,38.58724,20.39706,95.34466,39.89248,97.10178,95.88503,100.019,150.0179,1658.489,30.32323,20.2354,4.088275,4706.585,110.8787,105.9083,443.1509,77.10757,46.37312,348.9822,47.98943,58.01814,47.99922,51.05584,47.48361,17.81768
3/31/2015,33.11946,0.376033,92.54031,2.004579,34.5423,2.045375,89.87203,6.189646,42.62407,6.089322,96.94009,13.71959,46.54225,13.62351,94.90301,21.8016,38.52545,20.42784,94.81419,39.99966,96.89825,95.45529,98.18891,150.0087,1634.174,30.57956,20.14726,4.069821,4655.626,108.4379,105.9103,444.6947,76.13319,46.20591,350.7787,47.35303,57.99802,47.24796,50.39785,47.54998,17.52096
4/1/2015,32.8297,0.376663,93.55415,2.035946,35.50493,2.063817,91.55735,6.220258,43.5819,6.115091,98.54703,13.75507,47.46325,13.72172,96.11657,21.80294,39.23435,20.38919,96.07032,39.92071,97.03047,95.31453,99.96675,149.9911,1698.881,30.89477,20.19001,4.087517,4704.486,110.4697,105.906,442.6684,75.7763,46.40708,348.9333,48.75648,58.04922,47.97545,51.08378,47.36009,17.90557
4/2/2015,33.20922,0.385,93.39567,2.045671,35.82479,2.068979,91.24604,6.219912,43.83687,6.115217,98.13204,13.74261,47.74717,13.76783,96.13393,21.8173,39.73308,20.42487,96.08535,40.03433,96.50063,94.02402,98.66307,149.9961,1627.85,31.1504,20.12164,4.085733,4676.895,111.0599,105.917,445.1776,78.35207,46.4193,350.887,49.30257,57.57088,47.40917,50.38486,46.83136,17.55133
4/3/2015,33.46868,0.385283,94.05578,2.056,36.08354,2.0747,92.21822,6.2544,44.14037,6.143933,99.0116,13.82773,48.20175,13.73428,97.07033,21.96843,40.09558,20.56373,96.9448,40.33523,97.49507,95.08993,99.30728,150.0241,1546.742,31.32162,20.15003,4.086667,4714.538,114.8976,105.9183,447.2739,81.14082,46.42338,351.9449,49.90438,57.97224,48.07785,50.80985,47.16595,17.86481
4/4/2015,33.52774,0.387546,94.34535,2.061132,35.89133,2.069605,92.20761,6.245341,44.08108,6.134224,99.26643,13.81912,48.19155,13.71478,97.05469,21.91239,39.97132,20.48945,96.89561,40.13324,97.92009,95.7116,100.3186,150.047,1672.944,31.13179,20.17335,4.087545,4721.444,112.1535,105.9196,445.7554,75.9857,46.4039,351.5981,50.00527,58.45401,48.12654,51.07488,47.04942,18.02083
4/5/2015,31.61465,0.336342,91.95772,1.939754,33.84636,1.943833,89.3195,5.906596,42.16701,5.811987,95.66732,12.96368,45.02745,13.43493,95.43473,21.02273,37.44293,19.7841,96.03794,39.76065,94.25013,95.26346,89.44041,150.0158,1769.905,29.73707,20.21863,4.108563,4700.106,97.82785,105.9194,456.8474,65.0408,46.39111,365.1309,47.20168,58.11136,47.1525,50.63987,48.23305,17.25049
4/6/2015,32.68292,0.366426,92.85596,2.003884,35.0751,2.001368,90.37476,6.018579,43.17093,5.911053,96.75502,13.16748,46.54498,13.50572,96.32485,21.19144,38.72528,19.92769,96.48536,39.71604,94.31902,93.47565,91.24194,149.9886,1752.399,30.72446,20.18019,4.092558,4690.171,100.6453,105.9183,452.9782,68.92175,46.41198,360.8475,48.52946,57.78086,47.20383,50.21003,47.79539,17.20016
4/7/2015,32.72664,0.419717,92.86198,2.138675,35.08535,2.133954,90.35646,6.340987,43.47013,6.237404,97.3231,13.88566,47.95401,13.47871,95.95632,21.94108,39.58542,20.54164,95.58431,39.97023,95.82961,96.91337,98.94206,145.9267,1648.79,30.70608,20.17107,4.095271,4663.181,110.4906,105.9197,445.7588,76.35279,46.39372,351.807,49.63247,57.77662,46.88634,49.36908,46.32385,17.1236
4/8/2015,33.1557,0.424975,94.0092,2.162,35.83991,2.157179,91.6411,6.388537,43.98892,6.279687,98.34291,13.96254,48.21867,13.73832,96.52422,22.06008,40.07123,20.63912,96.39786,40.19251,95.0828,96.56795,99.65278,149.9744,1526.052,31.08814,20.11884,4.088258,4693.835,111.2334,105.9204,445.5249,75.54364,46.4058,351.6481,50.10447,58.16929,47.65218,50.12424,46.41975,17.57146
4/9/2015,33.679,0.43281,94.0706,2.17712,35.50777,2.170765,91.15005,6.43727,43.78803,6.340485,98.03296,14.11944,48.11811,13.71544,95.91595,22.21309,39.86323,20.74886,95.76907,40.23059,96.81754,97.95251,102.0171,117.4119,1459.091,30.64147,20.09187,4.08922,4680.689,115.847,105.922,442.7395,80.11795,46.42759,347.9171,49.98746,58.56283,47.36202,49.91485,45.92849,17.73733
4/10/2015,34.2,0.4,94.64,2.2,35.9,2.19,92.06,6.5,44.5,6.41,99.08,14.3,49,14.03,96.7,22.4,41,20.88,96.62,40.18,98.95,99.9,104.7,148.2,1409.1,30.57956,20.14726,4.069821,4697,147,105.9,446.5,77.47,46.42,351.37,51.08,58.74,47.56,50.08,45.62,18.14335
4/11/2015,34.5,0.4,94.62,2.2,35.3,2.2,91.23,6.5,44.2,6.42,98.61,14.3,48.7,14.04,96.19,22.4,40.8,20.93,96.28,40.26,99.04,100.1,104.6,148.8,1417.5,30.89477,20.19001,4.087517,4674.4,144.6,105.9,446,74.88,46.4,351.6,50.71,59.32,47.03,49.91,45.48,18.07614
4/12/2015,34.3,0.4,94.13,2.2,34.7,2.2,90.48,6.5,43.8,6.42,97.88,14.3,48.3,14.03,95.46,22.53,40.3,20.83,95.37,39.93,98.73,100.1,103.9,146.7,1476.7,31.1504,20.12164,4.085733,4665.1,144,105.9,446.4,74.81,46.4,352.16,50.39,59.43,46.68,49.58,45.07,17.91042
4/13/2015,33.7,0.5,94.44,2.2,35,2.21,91.16,6.5,44.2,6.44,98.99,14.3,48.7,14.23,96.48,22.4,40.8,20.92,96.69,40.25,96.76,98,102.3,148.6,1431.2,31.32162,20.15003,4.086667,4683.8,141.5,105.9,446.4,72.55,46.43,352.95,50.96,59.44,46.96,50.29,45.52,17.85223
4/14/2015,32.9,0.4,93.56,2.2,35,2.17,90.28,6.4,43.7,6.29,97.79,14,48.2,14.15,96.02,22,40.3,20.67,96.15,40.18,91.6,93.6,97.7,150,1573.7,31.13179,20.17335,4.087545,4647.7,138.8,105.9,446.1,73,46.43,353.37,50.32,58.56,46.58,49.59,45.7,16.97278
4/15/2015,32.7,0.4,93.52,2.1,34.9,2.15,90.44,6.4,43.5,6.28,97.84,14,48.1,14.07,96.05,22,40.3,20.63,96.16,39.98,92.68,93.7,98.5,150,1503.8,29.73707,20.21863,4.108563,4664.9,140.5,105.9,446.1,74.83,46.44,352.95,50.39,58.62,46.94,49.74,45.66,17.15326
4/16/2015,32.7,0.4,93.66,2.2,35.1,2.16,90.93,6.4,43.9,6.32,98.25,14.1,48.6,14,96.52,22.2,40.6,20.75,96.5,40.19,94.23,95.6,100.1,149.5,1543.3,30.72446,20.18019,4.092558,4686.2,139.6,105.9,444.1,71.24,46.41,351.34,50.89,58.56,47.03,49.65,45.63,17.42872
4/17/2015,32.4,0.4,93.88,2.2,34.8,2.15,90.41,6.4,43.6,6.25,96.79,13.7,47.8,13.94,96.16,21.8,40.1,20.41,96.6,39.95,92.48,101.1,97.7,149.7,1626.2,30.70608,20.17107,4.095271,4691.4,141.3,105.9,445.6,73.93,46.42,352.11,50.47,59.08,46.81,48.99,45.69,17.34323
4/18/2015,33,0.4,94.62,2.2,35.8,2.18,91.53,6.4,44.7,6.3,97.64,13.8,48.7,13.93,97.05,21.9,40.9,20.47,97.59,40.13,93.82,104.8,99.3,150,1687.6,31.08814,20.11884,4.088258,4699.7,141.9,105.9,444.5,72.74,46.4,350.81,51.47,58.82,46.83,48.94,45.58,17.66679
4/19/2015,33.8,0.4,95.63,2.2,36.6,2.2,92.65,6.5,45.4,6.37,98.62,13.9,49.4,13.91,97.67,22,41.8,20.56,98.33,40.11,95.24,106.3,101.7,150,1643.5,30.64147,20.09187,4.08922,4718.1,139.8,105.9,443.1,68.02,46.4,350.09,52.37,59.03,47.25,49.22,45.3,17.98568
4/20/2015,33.3,0.4,94.72,2.2,36.2,2.22,91.76,6.5,45,6.38,97.73,13.9,48.8,13.79,96.74,22,41.4,20.51,97.45,39.87,94.56,105.4,101,150,1598.1,31.16738,19.72558,4.100442,4687.7,141.3,105.9,440.9,71,46.41,347.63,52,58.52,46.76,48.93,44.74,17.71217
4/21/2015,33.2,0.4,92.96,2.1,35.7,2.05,90.32,6.1,44.4,6,96.11,13.1,47.5,13.85,96.65,21.1,40.3,19.86,98.14,39.83,95.38,100.6,90.3,150,1798.3,31.53455,19.6715,4.103271,4658.6,133,105.9,447.2,67.36,46.38,355.14,51.08,57.26,45.92,48.61,45.57,17.29686
4/22/2015,32,0.4,92.6,2.1,34.9,2.11,89.75,6.3,43.2,6.14,96.05,13.6,47.6,13.6,95.67,21.6,39.6,20.25,96.46,40.03,92.06,96.1,95.8,150,1655.7,30.60486,19.71774,4.111596,4665.7,139.4,105.9,449.4,73.71,46.41,356.11,50.57,57.7,46.55,48.45,45.1,17.09152
4/23/2015,31.7,0.4,92.85,2.1,35,2.11,89.95,6.2,43,6.1,95.22,13.3,47.2,13.53,95.95,21.3,39.3,20.03,96.9,39.88,92.8,98.7,92.4,150,1776.5,31.86792,19.74786,4.105542,4699.8,139.2,105.9,449.9,73.96,46.45,356.67,51.52,57.85,46.95,48.02,44.43,17.10411
4/24/2015,33.1,0.4,93.56,2.2,36.1,2.15,91.36,6.4,44.4,6.27,97.58,13.9,49.1,13.64,96.67,21.9,41.1,20.49,97.32,40.04,95.54,97.6,99.8,150,1709.7,31.72427,19.78741,4.118242,4677.8,141.7,105.9,447.5,73.6,46.4,353.82,52.9,57.46,46.96,48.48,43.77,17.47863
4/25/2015,34.1,0.4,94.97,2.2,35.6,2.06,93.33,6.1,43.5,5.96,95.62,13.1,47.4,13.41,94.33,21.2,39.5,19.85,97.65,38.53,95.57,98.5,93.9,263.5,1680.4,32.04227,19.71031,4.115007,4514.9,132.8,105.9,449.6,66.18,46.21,356.25,49.67,59.37,49.83,48.22,44.66,17.53635
4/26/2015,32.4,0.4,94.38,2.2,34.9,2.09,92.98,6.3,43.2,6.19,95.55,13.9,48.7,13.33,90.08,22,41.7,20.52,95.79,39.92,97.55,96.6,101.8,299,1665.4,30.86079,19.72834,4.118371,4700.5,142.3,105.9,451,74.33,46.51,357.38,54.67,59.48,49.78,46.85,35.41,16.70544
4/27/2015,31.5,0.4,93.48,2.3,34.4,2.13,91.59,6.4,42.6,6.26,93.99,14,48.3,13.37,88.26,22.1,42.8,20.65,94.57,39.76,97.46,96.8,102.8,222.3,1506.8,31.55046,19.68178,4.1083,4676.2,129.2,105.9,450.6,75,46.51,356.92,57.35,59.08,48.99,45.69,30.91,16.64086
4/28/2015,33.5,0.4,95.85,2.3,35.6,2.14,93.55,6.4,44,6.28,95.96,14,49.6,13.67,93.43,22.2,41,20.65,93.54,40.08,99.42,98.4,103.9,302.3,1691.3,31.58279,19.65089,4.100729,4696.3,143,105.9,449.1,74.15,46.51,355.44,53.2,60.25,49.55,46.36,40.23,17.17361
4/29/2015,33.1843,0.401092,92.93264,2.247317,35.67902,2.104087,92.94026,6.214463,44.12978,6.116274,95.23854,13.48021,49.3484,13.62631,91.92589,22.35302,40.80473,20.85558,94.17022,40.18343,98.88663,98.04686,103.22,384.0255,1477.28,31.16738,19.72558,4.100442,4699.49,114.9255,105.9176,448.155,80.31333,46.53967,353.3201,52.2716,57.25362,48.81048,45.89013,39.6543,16.59441
4/30/2015,33.08883,0.399683,91.10203,2.227212,36.24825,2.079267,92.83252,6.082554,44.35275,5.975948,94.40001,13.06079,48.87043,13.56776,91.62408,22.39855,39.66718,20.91936,94.53918,40.2815,100.0074,98.74648,103.6558,440.4719,1448.889,31.53455,19.6715,4.103271,4709.798,115.5623,105.9162,446.6651,81.13632,46.51308,351.6651,49.73566,54.85379,48.47977,45.52958,41.88842,16.74316
5/1/2015,32.51145,0.446767,90.58237,2.342946,35.62559,2.178212,92.77127,6.34175,43.95323,6.222313,94.18285,13.52512,48.70388,13.34124,90.91592,23.00158,38.92352,21.33269,93.12661,40.33996,110.9139,109.0433,113.5509,376.1809,1324.528,30.60486,19.71774,4.111596,4747.469,120.3772,105.9173,447.0454,79.42011,46.51721,351.9832,48.55704,54.95678,48.81804,45.47898,42.35889,18.07469
5/2/2015,33.94848,0.459621,92.62735,2.381396,37.2139,2.213746,94.78407,6.436229,45.67618,6.307013,96.17233,13.6904,51.01935,13.59183,93.17723,23.26134,40.85441,21.53912,94.86334,40.47239,113.2457,110.731,115.8972,246.9567,1405.41,31.86792,19.74786,4.105542,4777.257,120.5387,105.9224,447.1425,77.53061,46.67132,352.3538,50.47647,55.41346,49.10789,45.15299,42.70076,18.53392
5/3/2015,33.81303,0.464288,92.07335,2.378767,36.28113,2.215558,93.7116,6.414833,44.94786,6.299696,95.03185,13.6357,50.63637,13.51775,92.61442,23.16887,40.44591,21.4863,94.19387,40.3765,111.5107,109.5252,114.1501,200.0022,1256.899,31.72427,19.78741,4.118242,4752.463,118.1432,105.9228,447.7173,77.12818,46.71557,352.864,49.90563,55.79221,48.76374,44.39549,42.7088,18.17877
5/4/2015,34.27006,0.464707,92.05491,2.37552,36.55527,2.210453,93.38839,6.407873,45.22035,6.27604,94.87017,13.61243,50.86652,13.66363,92.50737,23.15645,40.83712,21.47133,94.29569,40.4846,111.7251,109.0096,114.3198,234.4304,1224.806,32.04227,19.71031,4.115007,4717.917,118.9426,105.9167,443.9175,78.12409,46.70577,349.324,50.11046,55.49964,48.16804,44.00365,42.39691,18.05355
5/5/2015,33.0456,0.464171,90.7795,2.375462,35.5595,2.2142,92.45765,6.395175,44.1224,6.283761,93.74311,13.59517,48.98797,13.41453,90.76172,23.14694,39.60113,21.4765,93.0874,40.32883,111.3166,108.7835,114.129,229.0039,1224.55,30.86079,19.72834,4.118371,4726.301,121.2223,105.9218,443.7753,80.55958,46.74647,349.4471,49.14709,55.22001,48.33525,44.75514,41.61463,17.96838
5/6/2015,33.67747,0.464413,91.58993,2.379804,36.34575,2.214467,93.32219,6.404742,44.73483,6.274713,94.4337,13.60317,49.64547,13.55613,91.7165,23.218,40.43404,21.54089,94.16479,40.56073,111.5638,108.6768,114.3232,200.0295,1239.527,31.55046,19.68178,4.1083,4731.66,120.4806,105.9186,443.2758,79.72562,46.72874,348.893,49.89811,55.24418,48.58736,44.78824,41.81839,18.0851
5/7/2015,34.40633,0.460938,92.2849,2.365442,36.54481,2.197075,93.60792,6.36495,44.89461,6.244552,94.44896,13.53365,49.616,13.51135,91.7237,23.09954,40.20861,21.43096,94.01079,40.45766,111.8106,108.4376,113.7903,199.971,1270.72,31.58279,19.65089,4.100729,4731.573,120.2737,105.9225,443.4766,79.34209,46.73047,349.021,49.6573,55.74009,48.71331,44.83296,42.0664,18.09536
5/8/2015,34.48439,0.464879,92.39021,2.375925,36.72614,2.209596,93.79353,6.390687,45.01208,6.274065,94.66096,13.56785,49.68471,13.48445,91.88057,23.10846,40.1354,21.43919,93.9735,40.43825,111.2871,108.5769,113.6693,201.0386,1330.848,31.5449,19.6548,4.104087,4732.856,120.3504,105.9148,443.5987,79.7733,46.73154,349.1932,49.87482,55.66407,48.78145,44.97625,42.00575,18.04994
5/9/2015,34.40492,0.464588,92.31745,2.377129,36.77848,2.210992,93.93687,6.385796,45.07823,6.26327,94.75386,13.5328,49.77228,13.5228,92.07167,23.02638,40.08316,21.37109,93.95055,40.33778,110.7688,108.1747,112.8521,203.792,1411.471,31.57567,19.72585,4.119142,4732.088,119.799,105.9125,443.5619,79.31625,46.83631,349.2985,49.7901,55.53897,48.85865,44.98158,42.28156,18.0232
5/10/2015,32.91908,0.464813,90.43169,2.375217,35.60036,2.212004,92.59441,6.376629,43.9209,6.261735,93.369,13.52467,48.82527,13.43495,90.99901,22.95707,39.00222,21.32461,92.86918,40.33062,110.0531,107.6773,111.5555,220.0086,1292.669,30.69175,19.7804,4.136812,4710.718,119.2424,105.9125,444.2693,79.7535,46.95407,350.2,48.66472,54.83133,48.67351,44.54373,42.33429,18.06813
5/11/2015,33.367,0.462592,90.84739,2.371625,36.23321,2.208817,92.91325,6.372083,44.44972,6.245961,93.68627,13.50248,49.30688,13.61136,91.32646,22.88488,39.74853,21.26097,93.3475,40.2089,109.2822,107.0321,110.9662,220.0301,1265.714,31.2328,19.75078,4.119775,4698.247,118.1196,105.913,442.7817,79.28934,46.95263,348.7211,49.49798,54.61418,48.46353,44.37939,41.82847,18.77207
5/12/2015,33.33875,0.464275,90.90658,2.377667,36.43733,2.215129,93.02482,6.383513,44.74336,6.273439,93.94743,13.55701,49.53591,13.52875,91.5062,22.9398,39.7879,21.3022,93.4499,40.30895,109.8029,107.48,111.9818,212.38,1263.069,31.45319,19.76357,4.101308,4698.736,117.9444,105.9135,443.1868,78.92265,46.94091,349.055,49.45619,54.46925,48.28146,44.41152,42.05,17.72282
5/13/2015,33.25289,0.382813,90.56855,2.187542,36.2576,2.038875,92.25063,5.975262,44.2348,5.85967,93.02354,12.7947,49.9748,13.25073,92.55983,21.9589,39.8225,20.53868,94.91941,40.02066,100.9535,98.09043,99.97811,199.9964,1697.111,31.59766,19.75807,4.111196,4677.254,111.4188,105.9149,443.0334,78.12975,46.93198,349.8604,50.87439,54.31095,48.01582,43.04875,41.68544,16.39765
5/14/2015,32.20575,0.416925,89.8129,2.285029,35.33746,2.128342,91.96028,6.222112,43.70006,6.0994,93.08877,13.34265,50.00135,12.96317,91.07644,22.59405,39.81329,21.01323,93.78264,40.04655,106.2285,103.8672,109.6337,200.0001,1385.699,30.4099,19.53045,4.136692,4698.439,117.3596,105.9153,440.7398,80.12187,46.94814,346.9935,51.14369,54.47545,48.26022,43.08743,39.93275,17.18428
5/15/2015,33.55651,0.459113,92.47401,2.398338,37.00311,2.219375,94.94196,6.466162,45.40698,6.34185,95.86883,13.78835,51.69434,13.25389,92.82996,23.23711,41.8215,21.50331,95.65292,40.30362,114.188,111.2279,116.9676,186.3788,1328.018,31.42148,19.31835,4.140525,4782.35,120.441,105.9134,439.7307,77.21291,46.88219,346.0176,53.35586,55.4709,49.53499,44.17449,39.4741,17.57323
5/16/2015,33.30483,0.427595,89.91768,2.264252,36.10184,2.117981,92.09316,6.126652,44.20663,6.026376,92.9731,13.07402,50.11944,13.22441,90.75445,22.30494,40.51004,20.85923,94.68949,40.07524,104.4917,98.50338,102.5173,180.0046,1442.114,31.38555,19.25177,4.098195,4664.761,114.5883,105.9153,440.9296,81.77906,46.81242,346.5481,52.06116,53.81584,47.88653,42.85365,38.69329,17.25414
5/17/2015,33.22254,0.425458,89.67107,2.257454,35.72752,2.109304,91.47709,6.092871,43.80356,5.986183,92.16247,12.97034,49.69995,13.108,90.13116,22.16545,40.19467,20.74777,94.29224,39.939,102.6893,97.8699,100.7295,179.9949,1408.634,31.13742,19.31037,4.104446,4644.43,112.6687,105.9177,440.1692,79.70731,46.53354,346.0234,51.8751,53.94355,47.67353,42.46252,38.25606,16.26677
5/18/2015,32.00292,0.424129,88.32158,2.250633,34.50921,2.103683,90.00003,6.084837,42.59134,5.984717,90.75134,12.98564,48.6464,12.95227,88.87838,22.19266,39.19665,20.7749,93.23691,39.96242,102.8554,97.52923,100.9436,179.9931,1450.425,30.0317,19.4078,4.10525,4635.991,113.6937,105.9125,441.6119,81.92109,46.5655,346.9804,51.27013,53.81236,47.40869,42.10494,37.60826,16.44555
